player_name,primary_position,primary_competition,sub_group,fm_role,total_events,role_fit_score,role_fit_rank,pass_completion_rate_adj,pressure_pass_rate_adj,broad_position,avg_carry_dist_adj,avg_pass_length_adj,progressive_pass_rate_adj,duel_win_rate_adj,duel_per_100_adj,under_pressure_rate_adj,switch_rate_adj,cross_rate_adj,final_third_rate_adj,dribble_success_rate_adj,carry_per_100_adj,shot_assist_rate_adj,shot_per_100_adj,avg_xg_per_shot_adj,dribble_per_100_adj,shot_on_target_rate_adj
Konsham Chinglensana Singh,Right Center Back,Indian Super league,,,1468,61.8,49,0.8303958454765635,,Defender,,25.64765921884254,0.4788224581440054,,,,,,,,,,,,,
Jan-Ingwer Callsen-Bracker,Right Center Back,1. Bundesliga,,,634,61.7,51,0.8504686178272476,,Defender,,27.364675167763707,0.4083494851905176,,,,,,,,,,,,,
Mark Milligan,Left Center Back,FIFA World Cup,,,465,61.6,52,0.8663556293465229,,Defender,,23.350297985018948,0.4921676721867824,,,,,,,,,,,,,
Dominique Heintz,Left Center Back,1. Bundesliga,,,2732,61.6,52,0.8308567268280733,,Defender,,25.96309952011168,0.4680109220195845,,,,,,,,,,,,,
Serigne Mourtada Fall,Right Center Back,Indian Super league,,,1627,61.4,54,0.8545362018379266,,Defender,,25.479328122686194,0.4493158414929687,,,,,,,,,,,,,
Millie Turner,Left Center Back,FA Women's Super League,,,3410,61.4,54,0.9412223945076844,,Defender,,23.2330384435696,0.4019580053106137,,,,,,,,,,,,,
Rafael Márquez Álvarez,Right Center Back,La Liga,,,9783,61.3,56,0.8516329451677502,,Defender,,24.85478155195618,0.4682884726903036,,,,,,,,,,,,,
Alexander Hack,Left Center Back,1. Bundesliga,,,672,61.1,57,0.845449660775846,,Defender,,25.15431539940333,0.4660907991317197,,,,,,,,,,,,,
Roman Neustädter,Left Center Back,1. Bundesliga,,,2555,61.0,58,0.9050557999693186,,Defender,,23.144634275634434,0.4451920624588349,,,,,,,,,,,,,
Diego Carlos Santos Silva,Left Center Back,La Liga,,,294,60.8,59,0.8778191547969988,,Defender,,25.37275107268716,0.4179741411844103,,,,,,,,,,,,,
Elena Linari,Left Center Back,UEFA Women's Euro,,,1356,60.8,59,0.8502924692372781,,Defender,,24.23501674504467,0.4815919109163127,,,,,,,,,,,,,
Santiago Juan Gentiletti Selak,Left Center Back,Serie A,,,2036,60.7,61,0.8476854489927876,,Defender,,23.19697743563723,0.5107236024021968,,,,,,,,,,,,,
Stefan Bell,Left Center Back,1. Bundesliga,,,2952,60.6,62,0.7991622308478631,,Defender,,26.602713310485186,0.4799156839243464,,,,,,,,,,,,,
Abdou Diallo,Left Center Back,Ligue 1,,,1137,60.5,63,0.8506404112341176,,Defender,,23.85505517462289,0.4878816801260647,,,,,,,,,,,,,
Vincent Kompany,Right Center Back,Premier League,,,1731,60.5,63,0.8689375329668745,,Defender,,23.88779694807153,0.4645673027211634,,,,,,,,,,,,,
João Miranda de Souza Filho,Right Center Back,Serie A,,,3612,60.4,65,0.8244249232148967,,Defender,,25.205381029428537,0.4840913492886607,,,,,,,,,,,,,
Shelina Laura Zadorsky,Left Center Back,FA Women's Super League,,,2773,60.4,65,0.8497525471093305,,Defender,,24.70400932200127,0.4662652805446398,,,,,,,,,,,,,
Kirstyn Pearce,Right Center Back,FA Women's Super League,,,1828,60.4,65,0.7813174626331973,,Defender,,25.887673928679217,0.5184035304882066,,,,,,,,,,,,,
Hannah Godfrey,Right Center Back,FA Women's Super League,,,1768,60.2,68,0.8468251030451611,,Defender,,26.055557221450115,0.4325024600494977,,,,,,,,,,,,,
Dominique Johanna Anna Petrone Janssen,Left Center Back,FA Women's Super League,,,4250,60.1,69,0.8651044961568186,,Defender,,25.133374408299964,0.4330608899063909,,,,,,,,,,,,,
Aïssa Mandi,Right Center Back,Ligue 1,,,3536,60.1,69,0.8472791944295045,,Defender,,24.89287079874831,0.4613997373705371,,,,,,,,,,,,,
Simon Thorup Kjær,Right Center Back,FIFA World Cup,,,1213,60.1,69,0.8280514693101511,,Defender,,25.65142138639615,0.4649834636545402,,,,,,,,,,,,,
Marcelo Antônio Guedes Filho,Right Center Back,1. Bundesliga,,,1666,60.0,72,0.8208271191300719,,Defender,,25.99007149059727,0.4638288346768754,,,,,,,,,,,,,
Achraf Dari,Right Center Back,FIFA World Cup,,,251,59.9,73,0.8248188528699875,,Defender,,24.82602680602605,0.4878426799099829,,,,,,,,,,,,,
Lilian Thuram,Right Center Back,La Liga,,,3029,59.9,73,0.916883430905676,,Defender,,21.29675343949524,0.467931562741818,,,,,,,,,,,,,
Nikola Maksimović,Right Center Back,Serie A,,,1545,59.8,75,0.8149993159274473,,Defender,,25.39728883531796,0.4841546083979724,,,,,,,,,,,,,
Rachel Corsie,Left Center Back,NWSL,,,1552,59.6,76,0.8846776316764501,,Defender,,23.92111664890863,0.4357286857353417,,,,,,,,,,,,,
Cecilia Salvai,Center Back,UEFA Women's Euro,,,625,59.5,77,0.8004984709590836,,Defender,,23.887480481311737,0.5381885779929332,,,,,,,,,,,,,
Mats Hummels,Left Center Back,1. Bundesliga,,,5385,59.5,77,0.8739045414364629,,Defender,,23.346160254612425,0.4629996772752802,,,,,,,,,,,,,
Rolando Jorge Pires da Fonseca,Left Center Back,Ligue 1,,,1687,59.5,77,0.8549283530220594,,Defender,,24.90518007474729,0.4455098852542699,,,,,,,,,,,,,
Raúl Rodríguez Navas,Left Center Back,La Liga,,,515,59.5,77,0.8428460662126097,,Defender,,24.502020673382862,0.4709273458756929,,,,,,,,,,,,,
Dmytro Chygrynskiy,Left Center Back,La Liga,,,1271,59.5,77,0.9459591349155512,,Defender,,23.387034971438123,0.3741705257063351,,,,,,,,,,,,,
Álvaro Domínguez Soto,Left Center Back,1. Bundesliga,,,575,59.3,82,0.8117880374054016,,Defender,,24.921687436961616,0.4963505764654337,,,,,,,,,,,,,
Phil Jagielka,Left Center Back,Premier League,,,1900,59.1,83,0.843486225336998,,Defender,,25.47045632458305,0.4414385254082856,,,,,,,,,,,,,
Irene Paredes Hernandez,Right Center Back,UEFA Women's Euro,,,2959,59.0,84,0.8688896675985838,,Defender,,23.977114905004697,0.4482018620197884,,,,,,,,,,,,,
Paulo André Rodrigues de Oliveira,Right Center Back,La Liga,,,212,58.9,85,0.8357161644051171,,Defender,,26.77234802981228,0.4149513623870444,,,,,,,,,,,,,
Caglar Söyüncü,Left Center Back,UEFA Euro,,,314,58.9,85,0.8643902900019944,,Defender,,22.286048823386256,0.4963386552175877,,,,,,,,,,,,,
Milan Biševac,Right Center Back,Serie A,,,1342,58.8,87,0.8791563672094986,,Defender,,23.76014611758751,0.4387283263466904,,,,,,,,,,,,,
Gabriel Alejandro Milito,Left Center Back,La Liga,,,4685,58.8,87,0.8804076898288459,,Defender,,22.74188696458448,0.4644225488277224,,,,,,,,,,,,,
Daniele Bonera,Right Center Back,La Liga,,,865,58.7,89,0.862350546971703,,Defender,,24.880261262927025,0.4297146123197859,,,,,,,,,,,,,
Kadeisha Buchanan,Right Center Back,Women's World Cup,,,767,58.6,90,0.9052399974286014,,Defender,,25.176004262718664,0.3689346529800031,,,,,,,,,,,,,
Edson André Sitoe,Right Center Back,Ligue 1,,,1368,58.4,91,0.8409869710067986,,Defender,,24.931258444253668,0.4514201754917369,,,,,,,,,,,,,
Sikou Niakate,Left Center Back,African Cup of Nations,,,603,58.2,92,0.7868849493783381,,Defender,,26.973021053901327,0.4626815883378322,,,,,,,,,,,,,
Toby Alderweireld,Right Center Back,Premier League,,,5889,58.2,92,0.829635210998276,,Defender,,25.90305909585404,0.4378975463103758,,,,,,,,,,,,,
Niklas Süle,Left Center Back,1. Bundesliga,,,3600,58.2,92,0.8733770748494037,,Defender,,23.69354008816952,0.4418391566533201,,,,,,,,,,,,,
Georg Niedermeier,Left Center Back,1. Bundesliga,,,1102,58.2,92,0.8307447698195646,,Defender,,24.274146356106066,0.4786468378279141,,,,,,,,,,,,,
Ashley Williams,Left Center Back,Premier League,,,3398,58.2,92,0.8499935963591051,,Defender,,24.34127679576739,0.4534696648279601,,,,,,,,,,,,,
Joël Andre Job Matip,Right Center Back,1. Bundesliga,,,3144,57.8,97,0.842287734705926,,Defender,,24.42239190779581,0.4573920639021477,,,,,,,,,,,,,
Emily Menges,Left Center Back,NWSL,,,443,57.7,98,0.8673993507165771,,Defender,,21.39528099434857,0.5046811692815234,,,,,,,,,,,,,
Neven Subotić,Right Center Back,1. Bundesliga,,,925,57.7,98,0.8660018605787848,,Defender,,23.56018862756381,0.4499403471761013,,,,,,,,,,,,,
Chancel Mbemba Mangulu,Right Center Back,Premier League,,,2930,57.7,98,0.7970564931011056,,Defender,,24.46328404008165,0.5103189540602879,,,,,,,,,,,,,
Kathellen Sousa Feitoza,Right Center Back,Women's World Cup,,,429,57.6,101,0.8046398728125609,,Defender,,24.565313371405715,0.4978138738018131,,,,,,,,,,,,,
Sergio Ramos García,Left Center Back,Ligue 1,,,10594,57.6,101,0.8996680079312057,,Defender,,22.68746802256005,0.4309507344239326,,,,,,,,,,,,,
Gonzalo Javier Rodríguez,Center Back,Serie A,,,4372,57.6,101,0.8497460896607214,,Defender,,25.71975021545968,0.4129399229391609,,,,,,,,,,,,,
Sari Kees,Right Center Back,UEFA Women's Euro,,,598,57.5,104,0.850577133171171,,Defender,,25.16869698236086,0.4250210539965392,,,,,,,,,,,,,
Marina Hegering,Left Center Back,Women's World Cup,,,1271,57.5,104,0.8719565351603193,,Defender,,25.086405991815145,0.4015065402957235,,,,,,,,,,,,,
Deanna Cooper,Right Center Back,FA Women's Super League,,,2023,57.3,106,0.8699699123068806,,Defender,,25.112549578468904,0.4012935019929405,,,,,,,,,,,,,
Julien Escudé,Left Center Back,La Liga,,,424,57.3,106,0.8462118739292643,,Defender,,22.84167493532608,0.4891304986185174,,,,,,,,,,,,,
Mariana De Los Angeles Benavidez,Left Center Back,Women's World Cup,,,243,57.2,108,0.8046717951773696,,Defender,,29.005061336469875,0.3781050057688693,,,,,,,,,,,,,
Ricardo Alberto Silveira de Carvalho,Left Center Back,Ligue 1,,,2627,57.2,108,0.8646487569030472,,Defender,,22.803151406100145,0.4666910398660814,,,,,,,,,,,,,
María Méndez Fernández,Left Center Back,UEFA Women's Euro,,,482,57.2,108,0.9388154591169496,,Defender,,21.2297336323076,0.4166713993217634,,,,,,,,,,,,,
Emiliano Moretti,Left Center Back,Serie A,,,3891,57.1,111,0.8544284192057846,,Defender,,24.217646525491315,0.4406856151117786,,,,,,,,,,,,,
Hana Takahashi,Right Center Back,Women's World Cup,,,296,57.0,112,0.9134558178002046,,Defender,,21.75704190884528,0.4319226091622945,,,,,,,,,,,,,
Rebecca Elizabeth Sauerbrunn,Left Center Back,Women's World Cup,,,973,56.9,113,0.9208982613835188,,Defender,,22.675672965141143,0.3980156112138103,,,,,,,,,,,,,
Kamil Glik,Center Back,Serie A,,,3594,56.8,114,0.8788426417193025,,Defender,,25.16673362702613,0.3842703668917219,,,,,,,,,,,,,
Håvard Nordtveit,Left Center Back,1. Bundesliga,,,3161,56.7,115,0.8414417300601355,,Defender,,24.47190076700356,0.446598510901291,,,,,,,,,,,,,
Mërgim Mavraj,Left Center Back,1. Bundesliga,,,711,56.6,116,0.864725313022241,,Defender,,24.9600639455482,0.4042420035995033,,,,,,,,,,,,,
Sokratis Papastathopoulos,Right Center Back,1. Bundesliga,,,3458,56.6,116,0.9068502821449368,,Defender,,21.863397585565743,0.4339078070894019,,,,,,,,,,,,,
Monica Hickmann Alves,Left Center Back,Women's World Cup,,,803,56.5,118,0.8630075069713632,,Defender,,22.78449967658024,0.4616365441572243,,,,,,,,,,,,,
Vanessa Brigitte Gilles,Left Center Back,Women's World Cup,,,420,56.4,119,0.845903362799672,,Defender,,24.211744490808208,0.4453159417855771,,,,,,,,,,,,,
Anisa Anwar Ali,Left Center Back,Indian Super league,,,999,56.4,119,0.8496607047049265,,Defender,,23.93543474694908,0.4474790448662856,,,,,,,,,,,,,
Nana Ichise,Left Center Back,Women's World Cup,,,334,56.4,119,0.9310435803830328,,Defender,,22.96358712998584,0.3740838949370019,,,,,,,,,,,,,
Camila Alejandra Saez Oyaneder,Left Center Back,Women's World Cup,,,203,56.1,122,0.8581383051656187,,Defender,,22.43142524974837,0.4732871444292688,,,,,,,,,,,,,
Jeison Fabián Murillo Cerón,Left Center Back,Serie A,,,2984,56.1,122,0.8634005674536989,,Defender,,23.455282714562845,0.4404084240267881,,,,,,,,,,,,,
Oluwatosin Blessing Demehin,Left Center Back,Women's World Cup,,,221,56.0,124,0.8396543039229968,,Defender,,26.39351569730196,0.3919730717358857,,,,,,,,,,,,,
Duje Ćaleta-Car,Left Center Back,Ligue 1,,,419,55.8,125,0.926772348916688,,Defender,,23.32344771245558,0.3641596742838057,,,,,,,,,,,,,
Molly Bartrip,Left Center Back,FA Women's Super League,,,2762,55.7,126,0.8275856474951752,,Defender,,24.60358368166943,0.4504515734729117,,,,,,,,,,,,,
Tim Ream,Left Center Back,FIFA World Cup,,,726,55.6,127,0.816364620535158,,Defender,,25.12636777011905,0.4491897905108248,,,,,,,,,,,,,
Raúl Albiol i Tortajada,Right Center Back,Serie A,,,5166,55.6,127,0.8713628828221691,,Defender,,22.20685476874918,0.4581606338655721,,,,,,,,,,,,,
Megan Finnigan,Right Center Back,FA Women's Super League,,,4617,55.4,129,0.8348639988029088,,Defender,,24.58961454306599,0.4394267764854383,,,,,,,,,,,,,
Davide Astori,Left Center Back,Serie A,,,4200,55.2,130,0.8904161333914205,,Defender,,22.234896160367207,0.4302675336463767,,,,,,,,,,,,,
Ľubomír Šatka,Right Center Back,UEFA Euro,,,353,55.1,131,0.891056956668661,,Defender,,23.14759900425398,0.4051217240006564,,,,,,,,,,,,,
Virgil van Dijk,Left Center Back,Premier League,,,3921,55.0,132,0.8580094234195181,,Defender,,23.638506664172333,0.4319940809638412,,,,,,,,,,,,,
Amy Turner,Right Center Back,FA Women's Super League,,,2487,55.0,132,0.8349284145265293,,Defender,,24.075218395019505,0.4486897575420623,,,,,,,,,,,,,
Federico Fernández,Right Center Back,Premier League,,,3203,54.9,134,0.8448627706453582,,Defender,,21.74031374294571,0.496134482109973,,,,,,,,,,,,,
Robin Knoche,Right Center Back,1. Bundesliga,,,1190,54.9,134,0.8765069807472609,,Defender,,24.451323573176413,0.3870327811496353,,,,,,,,,,,,,
Mykola Matvienko,Left Center Back,UEFA Euro,,,428,54.9,134,0.8728865306034982,,Defender,,23.737380080451416,0.4102734923103195,,,,,,,,,,,,,
Jérémy Sorbon,Left Center Back,Ligue 1,,,2236,54.9,134,0.842627590721297,,Defender,,25.231931921898536,0.4085547570491417,,,,,,,,,,,,,
Rikke Læntver Sevecke,Left Center Back,FA Women's Super League,,,2827,54.8,138,0.8634144652271126,,Defender,,23.906108437929426,0.4159882702695154,,,,,,,,,,,,,
Raphaël Varane,Right Center Back,La Liga,,,4816,54.8,138,0.8871443751174865,,Defender,,23.42475671902195,0.3997886568351712,,,,,,,,,,,,,
Mapou Yanga-Mbiwa,Right Center Back,Ligue 1,,,3072,54.7,140,0.8789523770460833,,Defender,,23.05540120894014,0.4185407171332693,,,,,,,,,,,,,
Maxime Le Marchand,Left Center Back,Ligue 1,,,2628,54.6,141,0.8467279221826466,,Defender,,22.38234243430805,0.4736947479468352,,,,,,,,,,,,,
Allyson Swaby,Right Center Back,Women's World Cup,,,333,54.6,141,0.7820567290840427,,Defender,,26.18479215068392,0.4538336249757493,,,,,,,,,,,,,
Laia Codina Panedas,Left Center Back,Women's World Cup,,,411,54.5,143,0.937606419568231,,Defender,,20.884456431419565,0.4016478195148347,,,,,,,,,,,,,
Abbie McManus,Right Center Back,FA Women's Super League,,,4435,54.5,143,0.8569017304886988,,Defender,,23.004737925769227,0.4445727227721613,,,,,,,,,,,,,
Kalidou Koulibaly,Left Center Back,Serie A,,,5256,54.4,145,0.8533383102235734,,Defender,,21.660186923809825,0.4827901183137347,,,,,,,,,,,,,
Samantha Johnson,Left Center Back,NWSL,,,347,54.1,146,0.8322569475873753,,Defender,,22.456310374330645,0.4854496164966154,,,,,,,,,,,,,
Gerard Piqué Bernabéu,Right Center Back,La Liga,,,39985,54.1,146,0.910031197498408,,Defender,,22.264017174387988,0.394983406340197,,,,,,,,,,,,,
André Ramalho Silva,Left Center Back,1. Bundesliga,,,1117,54.1,146,0.8247876325236849,,Defender,,24.716147767914823,0.4350977567534781,,,,,,,,,,,,,
Niko Bungert,Right Center Back,1. Bundesliga,,,1499,54.1,146,0.8444797017912545,,Defender,,24.52215217903604,0.4160963417544888,,,,,,,,,,,,,
Paulo César Díaz Huincales,Left Center Back,Copa America,,,235,54.1,146,0.8274078397758625,,Defender,,24.09570543829968,0.4484697520700436,,,,,,,,,,,,,
Iván Garrido González,Right Center Back,Indian Super league,,,1766,54.0,151,0.8639777672274255,,Defender,,22.38805606270091,0.4473641560403728,,,,,,,,,,,,,
Francesco Acerbi,Left Center Back,Serie A,,,3473,54.0,151,0.8758941670440726,,Defender,,23.087569958845407,0.4148540500853173,,,,,,,,,,,,,
Thiago Emiliano da Silva,Right Center Back,Ligue 1,,,5601,53.9,153,0.9302123073095724,,Defender,,21.76863017697391,0.3817635248531052,,,,,,,,,,,,,
Dominik Maroh,Right Center Back,1. Bundesliga,,,2089,53.9,153,0.8863644720948548,,Defender,,23.596070542425192,0.3875462060126998,,,,,,,,,,,,,
Carole da Silva Costa,Left Center Back,UEFA Women's Euro,,,666,53.9,153,0.8201269213933823,,Defender,,24.052335003974868,0.4560272846789706,,,,,,,,,,,,,
Andrea Barzagli,Right Center Back,Serie A,,,3539,53.8,156,0.8753824341068458,,Defender,,22.47500146815149,0.4290687448670397,,,,,,,,,,,,,
Boualem Khoukhi,Center Back,FIFA World Cup,,,350,53.8,156,0.8115177210121546,,Defender,,24.310843326208445,0.4592939090931708,,,,,,,,,,,,,
Timothée Kolodziejczak,Left Center Back,La Liga,,,2341,53.7,158,0.8229787741661952,,Defender,,23.45147310795834,0.4671261632855537,,,,,,,,,,,,,
María Pilar León Cebrián,Left Center Back,UEFA Women's Euro,,,1184,53.6,159,0.8497258102915118,,Defender,,22.959651393301595,0.4460805942821841,,,,,,,,,,,,,
Alessio Romagnoli,Left Center Back,Serie A,,,2763,53.5,160,0.8638301932781446,,Defender,,22.794952251823936,0.4320102804422894,,,,,,,,,,,,,
Aymeric Laporte,Left Center Back,La Liga,,,5596,53.4,161,0.8865636220322357,,Defender,,22.71523646454205,0.4050377071264112,,,,,,,,,,,,,
Aythami Artiles Oliva,Right Center Back,La Liga,,,2974,53.4,161,0.8330378785080912,,Defender,,23.26671617654637,0.4558451903371563,,,,,,,,,,,,,
Daley Blind,Left Center Back,Premier League,,,5019,53.4,161,0.8225188743646126,,Defender,,22.99688491493908,0.4761312803980703,,,,,,,,,,,,,
Thiniba Samoura,Left Center Back,UEFA Women's Euro,,,218,53.4,161,0.8619395712182025,,Defender,,24.093415938028897,0.4001080517820501,,,,,,,,,,,,,
Franjo Prce,Left Center Back,Indian Super league,,,908,53.3,165,0.7868630269437451,,Defender,,25.624675025776263,0.4502832046047519,,,,,,,,,,,,,
David Luiz Moreira Marinho,Left Center Back,Ligue 1,,,3604,53.3,165,0.9024078864974434,,Defender,,22.81252105719817,0.3825845740509503,,,,,,,,,,,,,
Saki Kumagai,Right Center Back,Women's World Cup,,,919,53.1,167,0.9374931090713208,,Defender,,22.72209866604551,0.340094071116435,,,,,,,,,,,,,
Kevin Wimmer,Left Center Back,Premier League,,,948,52.7,168,0.8976059410823342,,Defender,,22.69737246574223,0.3855760330817049,,,,,,,,,,,,,
Yeray Álvarez López,Right Center Back,La Liga,,,326,52.7,168,0.8109219755431316,,Defender,,24.3710316620302,0.4483654059705795,,,,,,,,,,,,,
Antonio Rüdiger,Left Center Back,Serie A,,,4782,52.6,170,0.88746858729907,,Defender,,22.874873660047907,0.3928882751630691,,,,,,,,,,,,,
Pontus Jansson,Center Back,Serie A,,,755,52.5,171,0.9184409200550272,,Defender,,21.941561734315965,0.3776876759401863,,,,,,,,,,,,,
Christian Schulz,Left Center Back,1. Bundesliga,,,1694,52.4,172,0.833725344154522,,Defender,,22.55421665455944,0.4645685812278461,,,,,,,,,,,,,
Sergi Gómez Solà,Left Center Back,La Liga,,,3088,52.3,173,0.8577341293118071,,Defender,,23.05562097023332,0.4213048049969351,,,,,,,,,,,,,
José Miguel da Rocha Fonte,Right Center Back,Premier League,,,3459,52.3,173,0.8423819403627292,,Defender,,22.784092585268617,0.446865546259471,,,,,,,,,,,,,
Walker Zimmerman,Right Center Back,FIFA World Cup,,,429,52.3,173,0.8605642233793064,,Defender,,24.09764806188608,0.391111085324311,,,,,,,,,,,,,
Mamadou Sakho,Left Center Back,Premier League,,,2237,52.1,176,0.8791366961467908,,Defender,,19.855726494415965,0.4761940809638412,,,,,,,,,,,,,
Laia Aleixandri López,Left Center Back,UEFA Women's Euro,,,787,52.0,177,0.925212180196732,,Defender,,20.34417106023937,0.4060449418275934,,,,,,,,,,,,,
Andreu Fontàs Prat,Left Center Back,La Liga,,,1746,51.9,178,0.8969274350517759,,Defender,,21.198667413345333,0.4179741411844103,,,,,,,,,,,,,
Sara Doorsoun-Khajeh,Right Center Back,Women's World Cup,,,978,51.9,178,0.8952098594785524,,Defender,,23.77584280257016,0.3527010410845447,,,,,,,,,,,,,
Obite Evan Ndicka,Left Center Back,African Cup of Nations,,,827,51.9,178,0.8524663774652852,,Defender,,23.11316511916083,0.4221131178459554,,,,,,,,,,,,,
Martin Škrtel,Right Center Back,Premier League,,,2009,51.9,178,0.8777000469321311,,Defender,,21.665224691595306,0.4289312537387103,,,,,,,,,,,,,
Dejan Lovren,Right Center Back,Premier League,,,3650,51.8,182,0.8634347278318605,,Defender,,22.97824057646828,0.4113003699700822,,,,,,,,,,,,,
Steven de Sousa Vitoria,Right Center Back,FIFA World Cup,,,323,51.7,183,0.8250099186348236,,Defender,,24.65347251271794,0.4142823604480241,,,,,,,,,,,,,
Harry Maguire,Left Center Back,FIFA World Cup,,,2234,51.7,183,0.8341640531242785,,Defender,,23.43291594717036,0.4345686811814387,,,,,,,,,,,,,
Aoife Mannion,Right Center Back,FA Women's Super League,,,3396,51.7,183,0.909561480159318,,Defender,,22.60594902650012,0.3640907047901433,,,,,,,,,,,,,
Boubakar Kouyate,Right Center Back,African Cup of Nations,,,688,51.6,186,0.8462595806467746,,Defender,,22.89090064118628,0.4329706738835549,,,,,,,,,,,,,
José Ramiro Funes Mori,Left Center Back,Premier League,,,2452,51.5,187,0.8384330312253249,,Defender,,22.728027127995205,0.4450120315995929,,,,,,,,,,,,,
Gustavo Daniel Cabral Cáceres,Right Center Back,La Liga,,,3667,51.5,187,0.8782156579563359,,Defender,,22.5452018614168,0.4015811145647742,,,,,,,,,,,,,
Niklas Stark,Right Center Back,1. Bundesliga,,,1459,51.5,187,0.8756781553995019,,Defender,,23.88974197748264,0.3699752077338702,,,,,,,,,,,,,
Janina Minge,Right Center Back,UEFA Women's Euro,,,535,51.5,187,0.8888608375474952,,Defender,,24.18805535368148,0.3466480070603836,,,,,,,,,,,,,
Giorgio Chiellini,Left Center Back,Serie A,,,3199,51.5,187,0.8654975043332445,,Defender,,23.024331477895647,0.404601236045687,,,,,,,,,,,,,
Gaurav Bora,Right Center Back,Indian Super league,,,617,51.4,192,0.8426629262219052,,Defender,,24.54765906064896,0.3918141765705065,,,,,,,,,,,,,
Fabian Lustenberger,Left Center Back,1. Bundesliga,,,2439,51.2,193,0.8884778314254198,,Defender,,23.751565740221743,0.3550571011823943,,,,,,,,,,,,,
Mehtab Singh,Left Center Back,Indian Super league,,,924,51.2,193,0.8663482264289445,,Defender,,22.8331688934854,0.4057272200487674,,,,,,,,,,,,,
Matías Agustín Silvestre,Right Center Back,Serie A,,,1793,51.2,193,0.8457507842866743,,Defender,,24.03899965985483,0.3995427762645885,,,,,,,,,,,,,
Rúben Santos Gato Alves Dias,Left Center Back,UEFA Euro,,,1796,51.2,193,0.8692173730313246,,Defender,,22.17458524395652,0.4193679854379291,,,,,,,,,,,,,
Amanda Ilestedt,Right Center Back,Women's World Cup,,,1231,51.2,193,0.8510486067715726,,Defender,,23.634245050817704,0.4041919622906084,,,,,,,,,,,,,
Daniele Rugani,Left Center Back,Serie A,,,1439,51.1,198,0.8936978223702431,,Defender,,21.29104795983658,0.4116792569727479,,,,,,,,,,,,,
Carlotte Wubben-Moy,Left Center Back,FA Women's Super League,,,1948,51.1,198,0.8950066738327002,,Defender,,22.205932960697258,0.3867065285477368,,,,,,,,,,,,,
Laurent Koscielny,Left Center Back,Premier League,,,3037,51.1,198,0.8732681144591786,,Defender,,21.574411789871096,0.4290706818016629,,,,,,,,,,,,,
Mothobi Mvala,Left Center Back,African Cup of Nations,,,548,51.0,201,0.8218533996313221,,Defender,,22.32988231593418,0.4712576496009942,,,,,,,,,,,,,
Lorenzo Ariaudo,Left Center Back,Serie A,,,526,51.0,201,0.8611761691896966,,Defender,,21.49476565981061,0.4450385573697927,,,,,,,,,,,,,
Marc Bartra Aregall,Right Center Back,La Liga,,,4238,51.0,201,0.9009588943842556,,Defender,,21.778637426151843,0.3893828642022297,,,,,,,,,,,,,
Narayan Das,Left Center Back,Indian Super league,,,1355,50.9,204,0.8188584392208474,,Defender,,21.59569760769307,0.4932560292677174,,,,,,,,,,,,,
Manuel Obafemi Akanji,Left Center Back,UEFA Euro,,,2141,50.9,204,0.8451385893217223,,Defender,,22.524022149709385,0.4366787912720094,,,,,,,,,,,,,
Benedikt Höwedes,Right Center Back,1. Bundesliga,,,941,50.9,204,0.8652333988451948,,Defender,,21.600616853686287,0.4363094773967916,,,,,,,,,,,,,
Marko Baša,Left Center Back,Ligue 1,,,1096,50.9,204,0.8731598546658833,,Defender,,21.94371480199105,0.4178321601357864,,,,,,,,,,,,,
Edmond Fayçal Tapsoba,Left Center Back,1. Bundesliga,,,4061,50.8,208,0.9161010438736036,,Defender,,20.12895170932812,0.4120313206596752,,,,,,,,,,,,,
Paul Baysse,Right Center Back,Ligue 1,,,3106,50.8,208,0.8570359652214147,,Defender,,22.002593127124364,0.4349823623184901,,,,,,,,,,,,,
Bakary Koné,Right Center Back,Ligue 1,,,428,50.6,210,0.872416429333665,,Defender,,21.714505047508585,0.4214762718088917,,,,,,,,,,,,,
Meaghan Sargeant,Right Center Back,FA Women's Super League,,,2634,50.5,211,0.833590762446502,,Defender,,23.824604779035457,0.4129224191508679,,,,,,,,,,,,,
Pau Francisco Torres,Left Center Back,UEFA Euro,,,1556,50.4,212,0.8637062340337789,,Defender,,22.852876238135607,0.4012894239168449,,,,,,,,,,,,,
Zargo Touré,Left Center Back,Ligue 1,,,1931,50.4,212,0.8581446689690025,,Defender,,20.96435265604948,0.4566168963243806,,,,,,,,,,,,,
Aderllan Leandro de Jesus Santos,Left Center Back,La Liga,,,1203,50.4,212,0.8347358481241275,,Defender,,23.57424728262424,0.4174021530895184,,,,,,,,,,,,,
Thomas Vermaelen,Left Center Back,La Liga,,,2920,50.4,212,0.9331132212148,,Defender,,21.42933140895766,0.3535594040172811,,,,,,,,,,,,,
Yerry Fernando Mina González,Right Center Back,La Liga,,,770,50.4,212,0.8838484665278751,,Defender,,22.738651249093994,0.3795720633908292,,,,,,,,,,,,,
Samuel Yves Umtiti,Left Center Back,La Liga,,,13632,50.3,217,0.9187612973811048,,Defender,,20.86562687869796,0.3840748751931978,,,,,,,,,,,,,
Sandesh Jhingan,Right Center Back,Indian Super league,,,655,50.3,217,0.8980977088306008,,Defender,,22.17591882927215,0.3760533070052891,,,,,,,,,,,,,
Karim Rekik,Left Center Back,Ligue 1,,,2521,50.2,219,0.897227230847253,,Defender,,21.453640757483893,0.3943987741431587,,,,,,,,,,,,,
